NEWST	NAME	ROLE	TITLE	POSITION	DURATION	DAYS	SUB_COUNT	TOTAL_VIEWS	TOPICS	Beautiful	OK	Funny	Unconvincing	Fascinating	Informative	Ingenious	Persuasive	Inspiring	Courageous	Obnoxious	Confusing	Longwinded	Jaw-dropping	Role_refine
p.9-15	Vernā Myers	Diversity advocate	How to overcome our biases? Walk boldly toward them	TEDxBeaconStreet	17:49	2014-11	21	1,179,867	TED Fellows,Architecture,Arts,Design,Science,Space,,	379	35	34	86	70	162	21	339	505	337	49	24	25	22	Public
p.9-16	Dave Troy	Technologist	Social maps that reveal a city's intersections — and separations	TEDGlobal 2014	5:28	2014-10	31	1,227,076	Islam,Middle East,TED Fellows,Education,Feminism,Photography,Women,,	17	93	12	35	77	168	22	29	58	5	5	31	3	3	Science
p.9-17	Catherine Crump	Attorney + privacy advocate	The small and surprisingly dangerous detail the police track about you	TEDGlobal 2014	5:54	2014-10	32	1,687,296	Brain,Children,Health,Health care,,	8	111	5	167	139	885	31	165	22	161	51	17	15	126	Science
p.9-18	Thomas Hellum	Slow television advocate	The world's most boring television ... and why it's hilariously addictive	TEDxArendal	18:06	2014-08	28	1,824,743	TEDx,Health,Mental health,Psychology,Self,,	364	49	620	10	590	150	385	36	346	72	4	5	19	72	Public
p.9-19	Anastasia Taylor-Lind	Documentary photographer	Fighters and mourners of the Ukrainian revolution	TEDGlobal 2014	6:05	2014-10	32	663,748	TED Books,TEDx,Love,Math,Statistics,,	142	33	4	44	21	106	4	23	68	117	21	18	13	14	Art
p.9-20	Jose Miguel Sokoloff	Anti-guerrilla creative	How Christmas lights helped guerrillas put down their guns	TEDGlobal 2014	14:22	2014-10	23	709,724	TEDYouth,Aging,Design,Innovation,Invention,Product design,Technology,,	205	13	5	15	90	97	74	46	330	122	0	6	6	19	Public
p.9-21	Aakash Odedra	Choreographer	A dance in a hurricane of paper, wind and light	TEDGlobal 2014	9:50	2014-10	37	754,309	Dance,_Music,_Performance	379	88	2	37	93	1	47	5	77	15	23	31	56	39	Art
p.9-22	Barbara Natterson-Horowitz	Cardiologist	What veterinarians know that physicians don't	TEDMED 2014	14:57	2014-09	27	1,368,091	Animals,_Biology,_Evolution,_Medicine,_Mental health	133	106	24	28	491	653	117	214	509	222	10	16	91	30	Science
p.9-23	Rainer Strack	Human resources expert	The workforce crisis of 2030 — and how to start solving it now	TED@BCG Berlin	12:47	2014-10	31	1,395,706	Business,_Global issues,_Productivity,_Work	118	73	171	24	156	749	20	293	349	17	6	10	13	102	Management
p.9-24	Ben Saunders	Arctic explorer	To the South Pole and back — the hardest 105 days of my life	TED2014	17:04	2014-03	24	946,157	Adventure,_Exploration,_Extreme sports,_Personal growth,_Potential	94	28	21	1	127	32	3	3	209	158	4	1	10	41	Explorer
p.9-25	Oren Yakobovich	Human-rights activist	Hidden cameras that film injustice in the world’s most dangerous places	TEDGlobal 2014	14:35	2014-10	24	1,044,457	Activism,_Film,_Global issues,_Online video,_Social change	27	44	1	55	121	245	56	96	279	455	18	23	15	31	Public
p.9-26	Pico Iyer	Global author	The art of stillness	TEDSalon NY2014	15:37	2014-08	30	2,124,270	TED Books,_Happiness,_Meditation,_Mindfulness,_Peace,_Productivity,_Travel	730	135	14	42	277	168	34	351	1206	55	15	17	68	10	Humanist
p.9-27	Emily Balcetis	Psychologist	Why some people find exercise harder than others	TEDxNewYork	14:08	2014-11	28	2,714,355	TEDx,_Decision-making,_Health,_Mind,_Psychology	51	285	29	194	238	764	45	244	521	29	29	38	99	24	Humanist
p.9-28	Mark Plotkin	Amazonian ethnobotanist	What the people of the Amazon know that you don’t	TEDGlobal 2014	16:35	2014-10	25	1,361,587	Medicine,_World cultures	132	26	9	17	518	611	19	181	498	152	20	10	8	34	Science
p.9-29	Rosie King	Storytelling activist	How autism freed me to be myself	TEDMED 2014	6:08	2014-09	36	1,810,404	Autism spectrum disorder,_Activism,_Disability,_Mind,_Youth	364	68	138	45	186	325	26	60	778	583	12	18	42	25	Public
p.9-30	Joe Landolina	medical inventor	This gel can make you stop bleeding instantly	TEDGlobal 2014	5:01	2014-10	34	1,494,904	TED Fellows,_Invention,_Medicine,_Science,_War	27	48	3	34	528	360	719	63	168	24	2	2	3	369	Science
p.9-31	Nancy Frates	Mother + ALS Advocate	Meet the mom who started the Ice Bucket Challenge	TEDxBoston	18:53	2014-10	25	919,194	TEDx,_Disease,_Family,_Health,_Philanthropy	163	31	2	9	68	85	2	22	441	169	11	7	24	46	Public
p.9-32	Will Marshall	Space scientist	Tiny satellites show us the Earth as it changes in near-real-time	TED2014	8:01	2014-03	27	1,614,373	TED Conference,_Astronomy,_Space,_Technology	174	34	8	5	370	374	296	33	377	66	6	6	0	180	Science
p.9-33	David Grady	Information security manager	How to save the world (or at least yourself) from bad meetings	TED@State Street Boston	6:34	2013-10	37	1,829,192	Business,_Communication,_Productivity,_Work	54	236	561	16	47	203	83	153	166	13	14	14	18	6	Science
p.9-34	Vincent Moon and Naná Vasconcelos	Music icon	Hidden music rituals around the world	TEDGlobal 2014	24:13:00	2014-10	26	896,161	Creativity,_Film,_Jazz,_Live music,_Music,_Travel	100	41	14	23	71	35	17	6	103	17	15	18	23	20	Art
p.9-35	Leana Wen	Emergency physician, public health advocate	What your doctor won’t disclose	TEDMED 2014	15:42	2014-09	26	1,521,470	Business,_Health care,_Medicine,_Morality	317	59	9	71	218	506	47	411	674	962	123	28	23	27	Profession
p.9-36	Ethan Nadelmann	Drug policy reformer	Why we need to end the War on Drugs	TEDGlobal 2014	17:26	2014-10	24	1,408,325	Crime,_Global issues,_Policy	31	74	31	94	586	720	61	758	421	377	39	18	32	30	Public
p.10-1	Michael Green	Social progress expert	What the Social Progress Index can reveal about your country	TEDGlobal 2014	14:56	2014-10	27	1,061,879	Economics,Global issues,Policy,Statistics	29	42	38	12	219	537	155	284	367	50	9	10	8	11	Humanist
p.10-2	Ramanan Laxminarayan	Drug-resistance economist	The coming crisis in antibiotics	TEDMED 2014	14:42	2014-09	25	864,042	Economics,Global issues,Health,Medical research,Medicine	7	49	6	13	72	355	12	130	39	16	5	11	15	5	Management
p.10-3	Haas&Hahn	Favela painters	How painting can transform communities	TEDGlobal 2014	11:23	2014-10	26	1,512,374	Art,Cities,Community	391	43	112	1	187	61	141	40	550	67	0	3	2	23	Art
p.10-4	Alejandro Aravena	Urban architect	My architectural philosophy? Bring the community into the process	TEDGlobal 2014	15:49	2014-10	25	1,300,841	Architecture,Cities,Design,Infrastructure	66	36	11	5	156	236	376	109	592	48	0	16	6	41	Science
p.10-5	Kare Anderson	Writer	Be an opportunity maker	TED@IBM	9:46	2014-09	32	1,834,698	Business,Communication,Creativity,Relationships,Work	115	164	23	42	128	204	38	169	656	89	7	24	27	8	Humanist
p.10-6	Ameenah Gurib-Fakim	Biodiversity scientist	Humble plants that hide surprising secrets	TEDGlobal 2014	14:12	2014-10	22	884,605	Planets,Biodiversity,Biology,Nature	33	55	9	13	115	234	13	92	105	7	8	5	27	6	Science
p.10-7	Alessandra Orofino	Political mobilization activist	It’s our city. Let’s fix it	TEDGlobal 2014	15:15	2014-10	25	659,546	Cities,Community,Politics,Technology	65	49	11	20	104	233	14	102	301	75	5	6	11	3	Public
p.10-8	Jeremy Heimans	Activist	What new power looks like	TEDSalon Berlin 2014	15:08	2014-06	23	1,271,406	Activism,Politics,Technology	29	141	20	58	129	258	53	110	196	20	19	29	33	10	Public
p.10-9	Debra Jarvis	Chaplain + author	Yes, I survived cancer. But that doesn't define me	TEDMED 2014	16:09	2014-09	26	869,304	Cancer,Health care,Identity	173	58	35	8	35	56	19	96	284	152	9	8	45	4	Humanist
p.10-10	Frans Lanting	Nature photographer	Photos that give voice to the animal kingdom	TED2014	3:30	2014-03	41	1,308,232	Animals,Nature,Photography	515	46	13	27	163	48	10	42	269	11	7	5	4	16	Art
p.10-11	Sergei Lupashin	Aerial robotics researcher	A flying camera ... on a leash	TEDSalon Berlin 2014	6:23	2014-07	28	1,171,364	TED Fellows,Drones,Photography,Robots,Technology	26	111	27	26	74	120	74	19	41	4	2	9	9	5	Science
p.10-12	Kimberley Motley	International litigator	How I defend the rule of law	TEDGlobal 2014	15:26	2014-10	24	877,769	Crime,Global issues,Law,Women	70	19	6	18	124	268	7	112	575	580	19	7	16	101	Profession
p.10-13	Marc Abrahams	Science humorist	A science award that makes you laugh, then think	TEDMED 2014	13:12	2014-09	30	1,296,255	Humor,Science,Technology	46	71	855	21	203	216	177	20	128	19	10	10	19	26	Science
p.10-14	Fabien Cousteau	Ocean explorer and environmentalist	What I learned from spending 31 days underwater	TEDGlobal 2014	10:47	2014-10	29	1,146,270	Adventure,Biodiversity,Exploration,Oceans,Submarine	232	94	11	22	243	148	21	27	178	36	6	3	12	27	Explorer
p.10-15	Joy Sun	veteran aid worker	Should you donate differently?	TED@NYC	7:35	2014-07	32	1,138,738	TED Fellows,Global issues,Money	42	79	13	35	72	282	65	163	227	32	7	5	7	4	Public
p.10-16	Fred Swaniker	Educational entrepreneur	The leaders who ruined Africa, and the generation who can fix it	TEDGlobal 2014	13:26	2014-10	23	1,159,119	Africa,TED Fellows,Education,Entrepreneur,Leadership	57	50	8	23	70	177	25	93	381	104	9	3	6	12	Management
p.10-17	Susan Etlinger	Data analyst	What do we do with all this big data? 	TED@IBM	12:23	2014-09	23	1,087,368	Data	68	99	26	35	110	259	31	122	130	32	11	36	31	10	Science
p.10-18	Kitra Cahana	Vagabond photojournalist + conceptual artist	My father, locked in his body but soaring free	TEDMED 2014	12:38	2014-09	26	1,041,356	TED Fellows,Health,Love,Medicine,Photography,Religion	312	27	3	12	81	33	6	10	398	202	10	6	16	15	Media
p.10-19	Melissa Fleming	Voice for refugees	How to help refugees rebuild their world	TEDGlobal 2014	16:08	2014-10	26	919,721	Education,Global issues,Poverty,War	74	39	6	15	93	200	2	137	386	175	6	5	16	11	Public
p.10-20	Jorge Soto	Cancer technologist	The future of early cancer detection?	TEDGlobal 2014	11:17	2014-10	26	1,113,029	Biotech,Cancer,Health,Technology	57	39	14	6	441	485	586	83	801	57	2	6	1	263	Science
p.10-21	Myriam Sidibe	Public-health expert	The simple power of hand-washing	TED@Unilever	11:41	2014-09	28	937,113	Children,Global issues,Health,Public health,Sanitation	44	117	17	11	49	263	19	164	214	57	6	10	30	10	Science
p.10-22	Jeff Iliff	Neuroscientist	One more reason to get a good night’s sleep	TEDMED 2014	11:41	2014-09	30	3,170,537	Brain,Mind,Neuroscience,Science	214	167	21	5	1478	2314	330	382	266	30	7	19	24	123	Science
p.10-23	Glenn Greenwald	Journalist	Why privacy matters	TEDGlobal 2014	20:37	2014-10	28	1,698,878	Internet,Government,Intelligence,Journalism,Privacy	103	187	35	58	360	1310	74	1083	710	971	28	37	48	62	Media
p.10-24	Dilip Ratha	Remittances expert	The hidden force in global economics: sending money home	TEDGlobal 2014	16:59	2014-10	23	1,192,929	Business,Economics,Finance	53	19	9	3	147	400	14	87	445	113	3	11	7	27	Management
p.10-25	Pia Mancini	Democracy activist	How to upgrade democracy for the Internet era	TEDGlobal 2014	13:24	2014-10	29	1,131,044	Government,Open-source,Politics,Technology	57	43	11	37	153	234	154	233	663	301	10	11	13	21	Public
p.10-26	Meaghan Ramsey	Self-esteem advocate	Why thinking you're ugly is bad for you	TED@Unilever	12:02	2014-09	30	2,843,649	Beauty,Life,Women	758	110	16	57	152	420	29	344	1291	341	27	16	43	45	Humanist
p.10-27	Thomas Piketty	Economist	New thoughts on capital in the twenty-first century	TEDSalon Berlin 2014	21:00	2014-06	23	1,185,397	Economics,Global issues,Inequality	13	52	7	21	155	324	21	96	51	18	20	60	34	16	Management
p.10-28	Daria van den Bercken	Pianist	Why I take the piano on the road … and in the air	TEDSalon Berlin 2014	9:30	2014-06	31	852,822	Music,Piano	557	42	18	2	145	20	38	22	236	41	8	0	1	50	Art
p.10-29	Nancy Kanwisher	Brain researcher	A neural portrait of the human mind	TED2014	17:40	2014-03	26	970,302	TED Conference,Brain,Neuroscience,Visualizations	128	34	6	16	454	474	78	64	123	10	3	0	8	44	Science
p.10-30	Gail Reed	Cuban health care expert	Where to train the world's doctors? Cuba.	TEDMED 2014	17:08	2014-09	22	726,602	Global issues,Health care,Public health	67	30	6	64	114	201	24	89	264	67	9	16	5	35	Science
p.10-31	Susan Colantuono	Leadership expert	The career advice you probably didn’t get	TEDxBeaconStreet	13:57	2013-11	23	2,858,353	TEDx,Business,Gender,Leadership,Men,Women,Women in business	133	141	15	152	84	727	44	240	418	53	27	54	93	12	Profession
p.10-32	Francis de los Reyes	Environmental engineer, sanitation activist	Sanitation is a basic human right	TED Fellows Retreat 2013	8:21	2013-08	23	711,370	TED Fellows,Global issues,Health,Infrastructure,Public health,Sanitation	27	10	34	1	49	249	34	137	105	17	8	1	1	20	Public
p.10-33	Moshe Safdie	Architect	How to reinvent the apartment building	TED2014	5:46	2014-03	28	1,438,100	TED Conference,Architecture,Cities,Design	160	98	22	32	333	381	229	78	285	15	7	1	8	25	Science
p.10-34	Matthew O'Reilly	Emergency medical technician	“Am I dying?” The honest answer.	TED@NYC	5:33	2014-07	39	1,729,349	Death,Health,Medicine	811	123	9	44	325	361	16	105	1035	407	69	9	15	75	Profession
p.10-35	Eman Mohammed	Photojournalist	The courage to tell a hidden story	TED2014	4:12	2014-03	39	1,146,702	Middle East,TED Conference,TED Fellows,Gender,Global issues,Journalism,Photography,Women	258	99	9	45	63	210	6	37	432	705	11	27	7	23	Media
p.10-36	Kenneth Cukier	Data Editor of The Economist	Big data is better data	TEDSalon Berlin 2014	15:51	2014-06	22	1,076,989	Data,Future,Technology	19	87	8	33	211	545	32	113	174	9	23	12	55	20	Science
p.11-1	Lord Nicholas Stern	Climate economist	The state of the climate — and what we might do about it	TED@Unilever	16:33	2014-09	23	716,364	Business,Climate change,Economics,Global issues	50	31	5	8	29	220	16	198	188	26	3	1	46	11	Science
p.11-2	Antonio Donato Nobre	Scientist	The magic of the Amazon: A river that flows invisibly all around us	TEDxAmazonia	21:35	2010-11	11	826,687	TEDx,Climate change,Nature,Trees	42	10	0	4	132	127	11	52	83	10	1	7	21	20	Science
p.11-3	Avi Reichental	3D printer	What’s next in 3D printing	TED2014	9:04	2014-03	24	2,422,891	TED Conference,Technology	337	154	14	28	313	399	234	125	471	64	20	20	24	46	Science
p.11-4	Mac Barnett	Children's book author	Why a good book is a secret door	TEDxSonomaCounty	16:59	2014-06	29	1,410,683	Books,Children,Creativity	476	42	1035	3	197	57	286	47	792	31	8	6	18	10	Humanist
p.11-5	Andrew Connolly	Astronomer	What's the next window into our universe?	TED2014	17:39	2014-03	21	1,183,825	TED Conference,Astronomy,Space,Technology,Universe	70	39	4	7	193	257	20	24	139	7	1	6	22	30	Science
p.11-6	Rishi Manchanda	Physician	What makes us get sick? Look upstream	TEDSalon NY2014	18:13	2014-08	19	1,230,681	Health,Health care	15	38	3	7	122	472	55	226	347	67	1	1	17	9	Profession
p.11-7	Uldus Bakhtiozina	photographer + visual artist	Wry photos that turn stereotypes upside down	TED2014	4:03	2014-03	31	1,353,070	TED Conference,TED Fellows,Art,Humor,Photography	235	95	277	68	53	46	57	17	158	101	24	26	18	1	Art
p.11-8	Hans and Ola Rosling	Global health expert; data visionary	How not to be ignorant about the world	TEDSalon Berlin 2014	19:05	2014-06	30	2,840,170	Global issues,Health,Statistics	62	199	594	70	400	1061	214	340	455	23	23	18	21	47	Science
p.11-9	Dan Barasch	Strategist	A park underneath the hustle and bustle of New York City	TED@NYC	6:17	2014-07	27	798,966	New York,Architecture,Cities	126	72	13	16	123	50	158	35	169	39	5	2	2	15	Management
p.11-10	Zak Ebrahim	Peace activist	I am the son of a terrorist. Here's how I chose peace.	TED2014	9:10	2014-03	38	3,313,461	Middle East,TED Books,TED Conference,Peace,Terrorism,Violence	1188	102	19	38	376	207	14	361	2436	1980	26	29	11	135	Public
p.11-11	Colin Grant	Author, historian	How our stories cross over	TEDxBrighton	17:25	2012-10	23	816,026	TEDx,Children,Culture,Family,History,Identity,Parenting,Society,Storytelling	92	40	31	11	44	27	7	5	70	144	4	26	32	6	Humanist
p.11-12	Shubhendu Sharma	Reforestation expert	How to grow a tiny forest anywhere 	TED2014	4:22	2014-03	36	974,648	TED Conference,TED Fellows,Engineering,Garden,Nature,Open-source,Trees	84	30	3	7	182	277	317	111	569	28	3	12	6	70	Public
p.11-13	Isabel Allende	Novelist	How to live passionately—no matter your age	TED2014	8:16	2014-03	35	2,722,177	TED Conference,Aging,Storytelling	604	171	555	61	247	61	100	89	1014	347	11	9	15	11	Humanist
p.11-14	Jim Holt	Writer and philosopher	Why does the universe exist?	TED2014	17:17	2014-03	28	2,276,424	TED Conference,Philosophy	64	155	290	290	400	212	108	67	197	46	68	131	105	33	Humanist
p.11-15	Jill Shargaa	Comedian + Designer	Please, please, people. Let's put the 'awe' back in 'awesome'	TED@NYC	6:13	2014-07	30	1,387,934	Comedy,Humor,Language	31	141	738	62	38	121	80	148	77	17	109	16	36	6	Art
p.11-16	Sally Kohn	Political pundit	Don't like clickbait? Don't click	TED@NYC	4:36	2014-07	29	1,034,714	Communication,Media,Social change,Social media,Technology	25	118	99	24	35	261	74	313	208	78	12	2	5	1	Humanist
p.11-17	Meera Vijayann	Citizen journalist	Find your voice against gender violence	TEDxHousesOfParliament	13:58	2014-06	27	763,573	TEDx,Activism,Gender,India,Media,Violence,Women	32	54	6	11	7	121	9	76	251	381	3	3	4	40	Media
p.11-18	Rose Goslinga	Microinsurer	Crop insurance, an idea worth seeding	TEDSalon Berlin 2014	10:04	2014-06	25	508,896	Africa,Agriculture,Global issues,Microfinance	37	10	4	17	53	144	98	42	140	23	8	3	5	10	Management
p.11-19	Martin Rees	Astrophysicist	Can we prevent the end of the world?	TED2014	6:52	2014-03	31	1,158,644	TED Conference,Future,Humanity	22	136	13	68	138	248	34	131	142	42	11	19	29	5	Science
p.11-20	Ziyah Gafić	Photographer + storyteller	Everyday objects, tragic histories	TED2014	4:32	2014-03	34	939,752	TED Conference,TED Fellows,Photography,War	59	90	6	14	49	105	11	16	67	50	7	5	14	13	Art
p.11-21	Laurel Braitman	Science Historian + Writer	Depressed dogs, cats with OCD — what animal madness means for us humans	TEDSalon NY2014	19:29	2014-07	26	1,229,417	TED Fellows,Animals,Health,History,Mental health,Psychology,Science	300	42	143	18	295	403	13	88	362	27	12	11	26	8	Science
p.11-22	Jarrett J. Krosoczka	Author/illustrator	Why lunch ladies are heroes	TED@NYC	5:24	2014-07	28	1,145,335	Books,Children,Education	395	41	172	10	75	55	52	70	461	21	18	7	6	8	Humanist
p.11-23	Aziza Chaouni	Architect + ecotourism specialist	How I brought a river, and my city, back to life	TED2014	5:39	2014-03	29	603,576	TED Conference,TED Fellows,Activism,Architecture,Cities,Infrastructure,Sustainability	53	73	19	3	33	86	56	21	169	72	3	2	8	3	Science
p.11-24	Tim Berners-Lee	Inventor	A Magna Carta for the web	TED2014	6:43	2014-03	29	984,264	Internet,TED Conference,Global issues,Open-source,Web	7	126	9	28	34	168	13	42	118	20	18	25	14	5	Science
p.11-25	Clint Smith	Poet, teacher	The danger of silence	TED@NYC	4:18	2014-07	39	3,114,495	Poetry,Social change,Spoken word	1275	175	23	53	258	181	104	458	2487	1014	45	40	27	106	Humanist
p.11-26	Eric Liu	Civics educator	Why ordinary people need to understand power	TEDCity2.0	17:15	2013-09	22	1,587,787	Democracy,Policy,Politics	48	81	15	63	123	259	109	303	581	54	23	29	85	17	Public
p.11-27	Dan Pacholke	Prison administrator and reformer	How prisons can help inmates live meaningful lives	TEDxMonroeCorrectionalComplex	10:32	2014-03	23	768,815	TEDx,Crime,Culture,Global issues,Prison,Social change	39	41	4	1	84	221	48	122	299	86	4	1	0	3	Public
p.11-28	Nick Hanauer 	Venture capitalist, author	Beware, fellow plutocrats, the pitchforks are coming	TEDSalon NY2014	20:22	2014-08	22	1,316,933	Business,Economics,Inequality,Social change	64	65	7	76	274	738	178	957	666	713	40	14	36	107	Management
p.11-29	Talithia Williams	Statistician	Own your body's data	TEDxClaremontColleges	17:03	2014-02	23	1,106,718	TEDx,Data,Health,Heart health,Statistics	14	56	273	18	74	382	47	205	141	17	16	10	24	7	Science
p.11-30	Megan Washington	Musician	Why I live in mortal dread of public speaking	TEDxSydney	12:58	2014-04	29	1,441,754	TEDx,Disability,Live music,Media,Music,Speech	658	43	198	7	134	119	17	21	989	722	3	1	7	34	Art
p.11-31	Janet Iwasa	Molecular animator	How animations can help scientists test a hypothesis	TED2014	5:06	2014-03	31	756,645	TED Conference,TED Fellows,Biology,Science,Technology	39	38	15	0	159	196	101	23	110	8	0	1	0	13	Art
p.11-32	Hubertus Knabe	Historian	The dark secrets of a surveillance state	TEDSalon Berlin 2014	19:34	2014-06	27	1,134,803	Europe,Government,History,Intelligence	3	17	5	8	118	258	5	44	43	77	3	2	17	19	Humanist
p.11-33	Margaret Gould Stewart	User experience master	How giant websites design for you (and a billion others, too)	TED2014	12:56	2014-03	25	1,474,664	TED Conference,Business,Culture,Design,Technology	89	196	36	137	246	890	45	147	414	17	59	12	86	5	Science
p.11-34	Shai Reshef	Education entrepreneur	An ultra-low-cost college degree	TED2014	10:48	2014-03	32	2,730,598	TED Conference,Business,Computers,Education,Open-source,Technology	157	74	8	14	111	204	138	62	466	77	4	8	7	21	Management
p.11-35	Ze Frank	Humorist, web artist	Are you human?	TED2014	4:34	2014-03	43	3,491,950	TED Conference,Comedy,Community,Entertainment,Humanity,Humor,Performance	938	335	1575	123	315	132	224	52	593	131	69	77	53	41	Art
p.11-36	Heather Barnett	Artist	What humans can learn from semi-intelligent slime	TEDSalon Berlin 2014	12:11	2014-06	23	841,547	Art,Biology,Science	123	35	19	12	374	265	58	9	98	0	5	2	15	52	Art
p.12-1	Shih Chieh Huang	Artist	Sculptures that’d be at home in the deep sea	TED2014	5:14	2014-03	31	801,763	TED Conference,TED Fellows,Art,Oceans	97	98	32	14	95	13	115	2	57	6	12	12	6	16	Art
p.12-2	Nikolai Begg	Mechanical engineer	A tool to fix one of the most dangerous moments in surgery	TEDxBeaconStreet	9:21	2013-11	30	1,273,982	Surgery,Engineering,Invention,Medicine,Product design	12	15	38	18	387	485	477	80	343	32	9	2	3	50	Science
p.12-3	David Chalmers	Philosopher	How do you explain consciousness?	TED2014	18:37	2014-03	32	1,831,263	TED Conference,Brain,Consciousness,Neuroscience,Philosophy	80	252	16	170	819	345	130	107	222	80	22	81	210	41	Humanist
p.12-4	David Kwong	Cruciverbalist	Two nerdy obsessions meet — and it's magic	TED2014	11:43	2014-03	25	1,568,075	TED Conference,Entertainment,Magic	83	101	195	151	471	123	255	49	104	12	58	55	29	168	Art
p.12-5	Karima Bennoune	Professor of international law	When people of Muslim heritage challenge fundamentalism	TEDxExeter	20:05	2014-03	26	1,362,519	History,Politics,Religion,Storytelling,Terrorism,War	104	27	0	39	51	366	9	158	451	521	13	14	13	15	Profession
p.12-6	Renata Salecl	Theorist	Our unhealthy obsession with choice	TEDGlobal 2013	15:02	2013-06	27	1,341,134	Choice,Culture,Social change	53	147	28	87	126	265	36	125	244	53	18	83	56	14	Humanist
p.12-7	Nicholas Negroponte	Tech visionary	A 30-year history of the future	TED2014	19:43	2014-03	24	1,695,331	TED Conference,Computers,Future,Innovation,Intelligence,Interface design,Prediction,Technology	22	67	33	16	300	328	94	82	466	39	25	30	37	59	Science
p.12-8	Joi Ito	Relentless mind	Want to innovate? Become a "now-ist"	TED2014	12:31	2014-03	24	1,835,669	TED Conference,Creativity,Innovation,Investment,Science,Technology,Telecom	70	121	22	21	331	505	176	261	1146	69	10	26	21	13	Science
p.12-9	George Takei	Actor and activist	Why I love a country that once betrayed me	TEDxKyoto	15:58	2014-06	26	1,393,069	TEDx,Arts,Children,Democracy,History,Politics,Storytelling,War	222	37	23	23	149	312	19	117	765	529	11	8	19	44	Public
p.12-10	Paul Bloom	Psychologist	Can prejudice ever be a good thing?	TEDSalon NY2014	16:23	2014-01	26	964,381	Behavioral economics,Mind,Psychology	39	69	31	35	151	290	18	204	143	54	10	35	32	10	Humanist
p.12-11	Simon Anholt	Policy advisor	Which country does the most good for the world?	TEDSalon Berlin 2014	17:54	2014-06	31	2,299,403	Foreign Policy,Global issues,Government,Policy,Statistics	3664	236	111	222	1007	1208	299	798	6103	350	62	41	83	393	Public
p.12-12	Sara Lewis	Firefly specialist	The loves and lies of fireflies	TED2014	13:51	2014-03	27	891,043	TED Conference,Biology,Evolution,Insects	191	38	25	10	239	239	6	16	27	3	4	2	18	9	Science
p.12-13	Chris Domas	Cybersecurity researcher	The 1s and 0s behind cyber warfare	TEDxColumbus	16:45	2013-10	22	930,489	TEDx,Security,Software,Technology,Terrorism,War	13	63	31	80	168	184	133	15	38	6	50	36	52	26	Science
p.12-14	Julian Treasure	Sound consultant	How to speak so that people want to listen	TEDGlobal 2013	9:58	2013-02	40	11,535,496	Culture,Sound,Speech	499	525	470	125	1103	3524	391	1865	2973	145	25	26	40	54	Management
p.12-15	Ge Wang	Music technologist	The DIY orchestra of the future	TEDxStanford	17:36	2014-05	15	1,114,783	TEDx,Music,Technology	206	41	34	7	207	87	151	6	248	5	5	8	8	19	Art
p.12-16	Naomi Oreskes	Historian of science	Why we should trust scientists	TEDSalon NY2014	19:14	2014-05	23	934,132	Climate change,History,Science	30	89	39	53	76	321	33	201	90	36	17	9	31	1	Humanist
p.12-17	Lorrie Faith Cranor	Security researcher	What’s wrong with your pa$$w0rd?	TEDxCMU	17:41	2014-03	26	1,360,352	TEDx,Business,Communication,Hack,Privacy,Security,Technology	33	157	77	47	105	563	40	111	52	8	24	25	110	8	Humanist
p.12-18	Shaka Senghor	Author	Why your worst deeds don’t define you	TED2014	12:00	2014-03	25	1,322,685	TED Conference,Crime,Culture,Prison	145	58	23	11	127	165	5	118	787	581	11	4	7	15	Humanist
p.12-19	Billy Collins	Poet	Two poems about what dogs think (probably)	TED2014	4:02	2014-03	33	1,353,764	TED Conference,Animals,Creativity,Death,Love,Poetry	194	128	321	33	52	24	92	7	75	6	35	24	15	5	Humanist
p.12-20	Jamila Lyiscott	Poet and educator	3 ways to speak English	TEDSalon NY2014	4:29	2014-02	30	3,403,714	Culture,Language,Race,Spoken word	601	200	403	207	424	282	407	209	727	388	258	132	82	109	Humanist
p.12-21	Ruth Chang	Philosopher	How to make hard choices 	TEDSalon NY2014	14:41	2014-05	32	4,082,089	Choice,Decision-making,Philosophy	378	285	95	250	934	1529	401	1076	2541	388	52	128	248	61	Humanist
p.12-22	Anne Curzan 	Language historian	What makes a word "real"?	TEDxUofM	17:13	2014-03	24	1,378,961	TEDx,Culture,Language	39	58	305	10	363	520	63	173	144	14	4	7	14	8	Humanist
p.12-23	Kwame Anthony Appiah	Philosopher	Is religion good or bad? (This is a trick question)	TEDSalon NY2014	14:40	2014-05	27	1,412,536	Atheism,Faith,Global issues,Philosophy,Religion	14	122	69	318	87	148	51	64	31	25	35	166	119	3	Humanist
p.12-24	AJ Jacobs	Author	The world's largest family reunion … we're all invited!	TEDActive 2014	9:45	2014-03	24	1,035,873	Entertainment,Family,Genetics,History,Humanity,Humor	32	43	198	13	201	126	38	21	82	4	6	11	8	7	Humanist
p.12-25	Uri Alon	Systems biologist	Why truly innovative science demands a leap into the unknown	TEDGlobal 2013	15:52	2013-06	21	923,274	Creativity,Science,Theater	45	49	84	21	108	101	95	113	466	92	10	10	17	9	Science
p.12-26	Will Potter	Investigative journalist	The shocking move to criminalize nonviolent protest	TED2014	4:33	2014-03	34	940,493	TED Conference,TED Fellows,Activism,Animals,Environment,Journalism,Politics,Terrorism	27	28	9	21	51	432	3	198	215	338	16	2	5	98	Media
